id,title,description,url,class,provider,columns,frequency,updated,contact,contact_phone
68,醫療器材許可證資料集,本資料集提供醫療器材許可證資料，並每週與藥證業務管理系統同步，藉此提供醫師、藥師、醫護人員、業者、民眾等使用者使用。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=68,醫療器材,醫療器材及化粧品組,許可證字號、註銷狀態、註銷日期、註銷理由、有效日期、發證日期、許可證種類、舊證字號、醫療器材級數、通關簽審文件編號、中文品名、英文品名、效能、劑型、包裝、醫器主類別一、醫器次類別一、醫器主類別二、醫器次類別二、醫器主類別三、醫器次類別三、主成分略述、限制項目、申請商名稱、申請商地址、申請商統一編號、製造商名稱、製造廠廠址、製造廠公司地址、製造廠國別、製程、異動日期,每週,2014/12/15,陳先生,02-2787-8074
69,醫療器材詳細處方成分資料集,本資料集提供醫療器材詳細處方成分資料，並每週與藥證業務管理系統同步，藉此提供醫師、藥師、醫護人員、業者、民眾等使用者使用。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=69,醫療器材,醫療器材及化粧品組,許可證字號、處方標示、成分名稱、含量描述、含量、含量單位,每週,2014/12/15,陳先生,02-2787-8074
70,醫療器材仿單或外盒資料集,本資料集提供醫療器材仿單或外盒資料，並每週與藥證業務管理系統同步，藉此提供醫師、藥師、醫護人員、業者、民眾等使用者使用。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=70,醫療器材,醫療器材及化粧品組,許可證字號、中文品名、英文品名、仿單圖檔連結、外盒圖檔連結,每週,2014/12/15,陳先生,02-2787-8074
71,含藥化粧品許可證資料集,含藥化粧品許可證資料每週與藥證業務管理系統同步，藉此提供醫師、藥師、醫護人員、業者、民眾等使用者使用。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=71,化粧品,醫療器材及化粧品組,許可證字號、註銷狀態、註銷日期、註銷理由、有效日期、發證日期、許可證種類、舊證字號、通關簽審文件編號、中文品名、英文品名、用途、劑型、包裝、化粧品類別、主成分略述、限制項目、申請商名稱、申請商地址、申請商統一編號、製造商名稱、製造廠廠址、製造廠公司地址、製造廠國別、製程、異動日期,每週,2014/12/11,陳先生,02-2787-8074
72,含藥化粧品詳細處方成分資料集,本資料集提供含藥化粧品詳細處方成分資料，並每週與藥證業務管理系統同步，藉此提供醫師、藥師、醫護人員、業者、民眾等使用者使用。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=72,化粧品,醫療器材及化粧品組,許可證字號、處方標示、成分名稱、含量描述、含量、含量單位,每週,2014/12/11,陳先生,02-2787-8074
73,含藥化粧品仿單或外盒資料集,本資料集提供含藥化粧品仿單或外盒資料，並每週與藥證業務管理系統同步，藉此提供醫師、藥師、醫護人員、業者、民眾等使用者使用。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=73,化粧品,醫療器材及化粧品組,許可證字號、中文品名、英文品名、仿單圖檔連結、外盒圖檔連結,每週,2014/12/15,陳先生,02-2787-8074
74,藥品健保藥價資料集,本資料集提供藥品健保藥價資料，並每週與藥證業務管理系統同步，藉此提供醫師、藥師、醫護人員、業者、民眾等使用者使用。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=74,藥品,藥品組,許可證字號、健保代碼、規格量、規格單位、起期、終期、參考價,每週,2014/12/11,王先生,02-2787-7405
97,食品業者登錄資料集,藉由本資料集可查詢於食品業者登錄平台完成登錄之食品業者資訊。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=97,食品,食品組,公司或商業登記名稱、公司統一編號、業者地址、食品業者登錄字號、登錄項目,不定期,2014/12/22,高先生,02-2787-7339
98,西藥醫療器材化粧品廣告核准資料集,本資料集主要提供衛生單位核准之西藥、醫療器材及化粧品廣告核准基本資料，以供各界查詢。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=98,其他,醫療器材及化粧品組,審查機關、產品類別、廣告品名、申請廠商、廣告核准字號、核准起始日期、核准結束日期、廣告類別,每天,2014/12/24,楊小姐,02-2787-7591
99,化粧品GMP查核名單資料集,本資料集開放化粧品GMP查核名單資料，並同步署網更新，藉此提供消費者、業者……等進一步使用。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=99,化粧品,醫療器材及化粧品組,編號、廠商名稱、地址、劑型、第一次通過日期、有效日期,不定期,2014/12/19,廖小姐,2787-7566
100,藥物濫用案件暨檢驗統計資料集,本資料集開放藥物濫用案件暨檢驗統計資料，並同步署網更新，藉此提供一般民眾等進一步使用。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=100,藥品,管制藥品組,標題、連結,每月,2014/12/19,吳先生/小姐,2787-7637
101,管制藥品簡訊季刊資料集,本資料集開放管制藥品簡訊季刊資料，並同步署網更新，藉此提供一般大眾等進一步使用。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=101,管制藥品,管制藥品組,發布日期、標題、網站連結,每四個月,2014/12/19,余先生,02-2787-7632
102,國產及輸入生物藥品檢驗封緘資料集,本資料集提供國產及輸入生物藥品檢驗封緘資料，每週與檢驗系統同步，藉此提供醫師、藥師、醫護人員、業者、民眾等使用者使用。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=102,研究檢驗,研究檢驗組,製劑別、申請廠商、製劑名稱、製造批號、有效期限、包裝、封緘數量、封緘劑量、封緘日期、備註,每週,2014/12/24,柳先生,2787-7759
103,國內執行臨床試驗名單資料集,供查驗登記用國內臨床試驗報告備查清單。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=103,藥品,藥品組,許可證字號、核准日期、英文品名、藥品有效成分、藥商名稱、期滿日期、類別,每3個月,2014/12/19,林先生,2787-7458
111,醫療器材GMP認可登錄資料集,本資料集來源來自醫療器材E化管理資料庫查詢系統，並每週與該系統同步三年內有效期間內資訊，藉以提供醫療人員、業者、研究機構和一般民眾使用。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=111,風險管理,風險管理組,製造廠名稱、製造廠地址、登錄號碼、登錄品項、是否在3年有效期間內、有效期限,每週,2014/12/24,林小姐,2787-7109
112,醫療器材QSD認可登錄資料集,本資料集來源來自醫療器材E化管理資料庫查詢系統，並每週與該系統同步三年內有效期間內資訊，藉以提供醫療人員、業者、研究機構和一般民眾使用。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=112,風險管理,風險管理組,製造廠名稱、製造廠地址、登錄號碼、登錄品項、國別、藥商名稱、是否在3年有效期間內、有效期限,每週,2014/12/24,林小姐,2787-7109
113,牛海綿狀腦病專家諮詢會委員名單資料集,本資料集提供「牛海綿狀腦病專家諮詢會委員名單」，以提供一般民眾、業者、學術機構等使用。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=113,食品,食品組,年度、姓名、專長、發布日期,每2個月,2014/12/22,黃小姐,02-2787-7383
114,食品中毒案件各月別案件數統計,本資料集提供民國70年以後「食品中毒案件各月別案件數統計」，以提供一般民眾、業者、學術機構等使用。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=114,食品,食品組,年度、一月、二月、三月、四月、五月、六月、七月、八月、九月、十月、十一月、十二月、總計,每一年,2014/12/22,戚小姐,02-2787-7392
115,食品中毒案件病因物質案件數統計,本資料集提供民國70年以後「食品中毒案件案件病因物質案件數統計」，以提供一般民眾、業者、學術機構等使用。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=115,食品,食品組,年度、病因物質判明合計、細菌性中毒小計、腸炎弧菌、沙門氏桿菌、病原性大腸桿菌、金黃色葡萄球菌、仙人掌桿菌、肉毒桿菌、其它、化學物質、天然毒、諾羅病毒、病因物質不明合計,每一年,2014/12/22,戚小姐,02-2787-7392
116,食品中毒案件原因食品案件數統計,本資料集提供民國70年以後「食品中毒案件原因食品案件數統計」，以提供一般民眾、業者、學術機構等使用。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=116,食品,食品組,年度、原因食品判明合計、水產品、水產加工品、肉類及其加工品、蛋類、乳類、穀類、蔬果類、糕餅糖、果類、複合調理食品、其他、原因食品不明合計,每一年,2014/12/22,戚小姐,02-2787-7392
117,食品中毒案件攝食場所案件數統計,本資料集提供民國70年以後「食品中毒案件攝食場所案件數統計」，以提供一般民眾、業者、學術機構等使用。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=117,食品,食品組,年度、自宅、供膳之營業場所、學校、辦公場所、醫療場所、運輸工具、部隊、野外、攤販、外燴、監獄、其他、總計,每一年,2014/12/22,戚小姐,02-2787-7392
118,食品中毒案件攝食場所患者數統計,本資料集提供民國70年以後「食品中毒案件攝食場所患者數統計」，以提供一般民眾、業者、學術機構等使用。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=118,食品,食品組,年度、自宅、供膳之營業場所、學校、辦公場所、醫療場所、運輸工具、部隊、野外、攤販、外燴、監獄、其他、總計,每一年,2014/12/22,戚小姐,02-2787-7392
119,食品中毒案件食品被污染或處置錯誤場所案件數統計,本資料集提供民國79年以後「食品中毒案件食品被污染或處置錯誤場所案件數統計」，以提供一般民眾、業者、學術機構等使用。,http://data.fda.gov.tw/frontsite/data/DataAction.do?method=doDetail&infoId=119,食品,食品組,年度、自宅、供膳之營業場所、學校、辦公場所、醫療場所、食品工廠、攤販、販賣地點、部隊、原料食品採集場所、野外、外燴、監獄、其他、不明場所、總計,每一年,2014/12/22,戚小姐,02-2787-7392
